ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	剧情对话头像	声效	偏将加成	空行
10119	엄안	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	강주의 태수로， 후에 강주가 점령된 후 장비가 사면 함. 서촉에 머무르는 동안 그 명성을 온 나라에 떨침.	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10120	가후	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	동탁의 사후 여포를 쫓아내는데 성공하고 조위에 투항한 후 이간계로 마초와 한수 군단을 무찌름.	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10121	장춘화	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	사마의의 아내. 강직하고 지혜로운 사람으로， 사마사， 사마소， 사마간 세 아들 모두 문무에 출중함.	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10122	유비	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist	0	5	1	30001	촉나라의 황제. 삼국 난세의 수많은 영웅 중에서도 인재를 대하는 법을 아는 영웅으로 평가됨.	5	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png								Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.1	
10123	조운	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	촉한의 명장으로 일찍이 공손찬을 따르다가 후에 유비를 섬김. 유비의 호위장군으로 불패의 명장. 	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png								0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
10124	여령기	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	여포의 딸. 부친만큼은 아니지만 여성임에도 불구하고 천 명을 대적할 수 있을 만큼 용맹함.	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png								Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
10125	마초	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	1	30001	관중 지역 제일의 맹장이며 동관전투에서 조조에게 대패한 후에 유비에게 투항. 촉한 오호대장 중 한명.	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png								0	sound/skillRelasebefor/machao/machao.mp3	0.1	
10126	여령기	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	여포의 딸. 부친만큼은 아니지만 여성임에도 불구하고 천 명을 대적할 수 있을 만큼 용맹함.	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png								Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
10127	견희	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist	0	5	3	30002	문소황후 견씨. 어릴 때부터 백성을 살필 줄 알았으며 조비의 정비로 조비가 황제에 오르자 황후가 됨.	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png								0	sound/skillRelasebefor/zhengji/zhengji.mp3	0.1	
10128	황충	106	82	89	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	1	30001	유비에게 투항 후 수 많은 전공을 세웠으며 정군산 전투에서 위력을 크게 떨치고 하후연을 격파 함.	1	ArmyFormation/zhuixingzhen.tmx	40021	2000	heroHead/50016.png	heroCard/40016.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10129	유비	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist	0	5	1	30001	촉나라의 황제. 삼국 난세의 수많은 영웅 중에서도 인재를 대하는 법을 아는 영웅으로 평가됨.	5	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png								Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.1	
10130	방통	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	와룡봉추의 봉추로 조조진영에 들어가 연환계로 조조군을 대패시킴. 후에 유비를 도와 촉의 근간을 마련.	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10131	관우	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 촉의 오호대장군의 수장. 안량， 문추를 참하고， 칠군을 수몰시켜 세상에 위세를 떨침.	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png								Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
10132	제갈과	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	제갈량과 황월영의 딸. 성도에서 전란을 피하며 선도를 수련해 하늘로 올라가 신선이 되었다 함.	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10133	가후	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	동탁의 사후 여포를 쫓아내는데 성공하고 조위에 투항한 후 이간계로 마초와 한수 군단을 무찌름.	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10134	제갈과	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	제갈량과 황월영의 딸. 성도에서 전란을 피하며 선도를 수련해 하늘로 올라가 신선이 되었다 함.	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10135	채문희	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	채옹의 딸. 흉노 좌현왕에게 포로로 잡혀 갔다가 조조가 북방을 정벌하고 승상이 되었을 때 되찾아 옴.	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png								0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
10136	화타	69	108	81	1	85	400	300	liubei_plist	50	huangbao_plist	0	5	4	30004	신의 화타. 마비산과 오금희의 창시자. 삼국제일의 명의로 관우의 독상과 조조의 두통을 치료함.	1	ArmyFormation/changshezhen.tmx	40032	5000	heroHead/50030.png	heroCard/40030.png								0	sound/skillRelasebefor/huatuo/huatuo.mp3	0.1	
10137	초선	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	의부에 보답하기 위해 동탁을 미인계로 유혹해 시해하고 여포와 부부의 연을 맺음. 중국 사대 미녀 중 한명.	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png								0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10138	소교	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	2	30004	언니 대교와 함께 절세 미인으로 알려짐. 주유의 아내로 부부 금슬 매우 좋았다고 함.	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png								0	sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.1	
10139	축융	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	만왕 맹획의 아내. 만왕과 함께 남중의 땅을 통치하며 백성을 자식처럼 사랑해 민심을 크게 얻음.	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10140	장각	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	태평도의 창시자. 스스로 대현양사라 칭했으며 후한 말 농민을 규합하여 한왕조 타도를 목표로 거병.	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png								Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
10141	장춘화	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	사마의의 아내. 강직하고 지혜로운 사람으로， 사마사， 사마소， 사마간 세 아들 모두 문무에 출중함.	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10142	초선	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	의부에 보답하기 위해 동탁을 미인계로 유혹해 시해하고 여포와 부부의 연을 맺음. 중국 사대 미녀 중 한명.	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png								0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10143	방통	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	와룡봉추의 봉추로 조조진영에 들어가 연환계로 조조군을 대패시킴. 후에 유비를 도와 촉의 근간을 마련.	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10144	장춘화	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	사마의의 아내. 강직하고 지혜로운 사람으로， 사마사， 사마소， 사마간 세 아들 모두 문무에 출중함.	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10145	손상향	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	주유에 의해 유비와 부부의 연을 맺음. 유비와 부부가 된 후 모략을 써 유비를 도와 형주를 탈환 함.	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png								Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
10146	소교	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	2	30004	언니 대교와 함께 절세 미인으로 알려짐. 주유의 아내로 부부 금슬 매우 좋았다고 함.	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png								0	sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.1	
10147	사마소	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	3	30002	서진의 초대 황제. 조모가 사병 300명을 동원하여 암살하려다가 오히려 참살 됨.	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10148	장춘화	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	사마의의 아내. 강직하고 지혜로운 사람으로， 사마사， 사마소， 사마간 세 아들 모두 문무에 출중함.	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10149	하후돈	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	조조의 심복. 위나라의 맹장으로 여포 토벌전에서 화살에 맞아 왼쪽눈을 실명함.	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png								0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
10150	장각	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	태평도의 창시자. 스스로 대현양사라 칭했으며 후한 말 농민을 규합하여 한왕조 타도를 목표로 거병.	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png								Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
10151	초선	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	의부에 보답하기 위해 동탁을 미인계로 유혹해 시해하고 여포와 부부의 연을 맺음. 중국 사대 미녀 중 한명.	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png								0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10152	장료	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	오자양장의 우두머리. 합비전투에서 팔백을 이끌고 손권을 습격해 손권의 두 부장을 참살함.	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png								0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
10153	하후돈	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	조조의 심복. 위나라의 맹장으로 여포 토벌전에서 화살에 맞아 왼쪽눈을 실명함.	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png								0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
10154	채문희	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	채옹의 딸. 흉노 좌현왕에게 포로로 잡혀 갔다가 조조가 북방을 정벌하고 승상이 되었을 때 되찾아 옴.	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png								0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
10155	제갈과	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	제갈량과 황월영의 딸. 성도에서 전란을 피하며 선도를 수련해 하늘로 올라가 신선이 되었다 함.	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10156	조운	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	촉한의 명장으로 일찍이 공손찬을 따르다가 후에 유비를 섬김. 유비의 호위장군으로 불패의 명장. 	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png								0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
10157	순유	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist	0	5	3	30003	순욱의 조카. 주도면밀한 계책과 기밀 유지에 뛰어나 조조를 따라 출정하여 공을 세움.	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
10158	견희	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist	0	5	3	30002	문소황후 견씨. 어릴 때부터 백성을 살필 줄 알았으며 조비의 정비로 조비가 황제에 오르자 황후가 됨.	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png								0	sound/skillRelasebefor/zhengji/zhengji.mp3	0.1	
10159	사마의	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	위나라 사대 국정 보좌의 중신. 후기 위나라 조정을 장악하며， 평생동안 수 차례 제갈량과 대적 함.	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png								0	sound/skillRelasebefor/simayi/simayi.mp3	0.1	
10160	장각	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	태평도의 창시자. 스스로 대현양사라 칭했으며 후한 말 농민을 규합하여 한왕조 타도를 목표로 거병.	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png								Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
10161	동탁	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	폭군. 법령을 마음대로 바꾸어 국가를 어지럽히고 조정의 대권을 장악. 낙양에 불을 지르고 학살을 자행.	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png								0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
10162	등애	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist	0	5	3	30003	사마의의 추천으로 위 후기 정세 안정에 중요한 역할을 하였으며 후에 촉한 황제 유선을 항복하게 함.	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
10163	가후	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	동탁의 사후 여포를 쫓아내는데 성공하고 조위에 투항한 후 이간계로 마초와 한수 군단을 무찌름.	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
10164	동탁	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	폭군. 법령을 마음대로 바꾸어 국가를 어지럽히고 조정의 대권을 장악. 낙양에 불을 지르고 학살을 자행.	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png								0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
10165	장료	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	오자양장의 우두머리. 합비전투에서 팔백을 이끌고 손권을 습격해 손권의 두 부장을 참살함.	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png								0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
10166	초선	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	의부에 보답하기 위해 동탁을 미인계로 유혹해 시해하고 여포와 부부의 연을 맺음. 중국 사대 미녀 중 한명.	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png								0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
10167	하후돈	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	조조의 심복. 위나라의 맹장으로 여포 토벌전에서 화살에 맞아 왼쪽눈을 실명함.	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png								0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
10168	장료	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	오자양장의 우두머리. 합비전투에서 팔백을 이끌고 손권을 습격해 손권의 두 부장을 참살함.	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png								0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
10169	감녕	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist	0	5	2	30001	유수구에서 조조군을 공격하고 합비대전에서 혁혁한 전공을 세움. 위의 장료와 필적한다는 명성을 얻음.	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png								0	sound/skillRelasebefor/ganning/ganning.mp3	0.1	
10170	동탁	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	폭군. 법령을 마음대로 바꾸어 국가를 어지럽히고 조정의 대권을 장악. 낙양에 불을 지르고 학살을 자행.	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png								0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
10171	맹획	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	남중일대 소수민족의 수장. 제갈량의 칠종칠금에 결국 굴복하였으며 수하의 가장 강한 보병은 등갑병.	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png								0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
10172	축융	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	만왕 맹획의 아내. 만왕과 함께 남중의 땅을 통치하며 백성을 자식처럼 사랑해 민심을 크게 얻음.	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
10173	순욱	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	순씨 팔룡 중 한명으로 조조에게 곽희， 진군， 두기， 사마의 등 명사를 추천했으며 후에 위나라 중신이 됨.	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
